person_id,query_id,query_text,engine,rank,movie_key,movie_title,movie_overview,relevance_grade
P03,23,"A cantankerous and eccentric landscape painter navigates his complex personal relationships, his deep devotion to his father, and his unwavering obsession with capturing the sublime power of light and nature on canvas during the final decades of his life.",hybrid,5,top_gun,Top Gun,,0
P04,2,"A paroled convict and his passionate girlfriend go on the run across a surreal, violent landscape to escape the girl's deranged mother and her criminal associates, all while navigating a dark, dreamlike journey fueled by rock and roll and the power of true love.",bm25,1,publicenemies,Public Enemies,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate",0
P04,2,"A paroled convict and his passionate girlfriend go on the run across a surreal, violent landscape to escape the girl's deranged mother and her criminal associates, all while navigating a dark, dreamlike journey fueled by rock and roll and the power of true love.",bm25,2,12monkeys,12 Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivor",0
P04,2,"A paroled convict and his passionate girlfriend go on the run across a surreal, violent landscape to escape the girl's deranged mother and her criminal associates, all while navigating a dark, dreamlike journey fueled by rock and roll and the power of true love.",bm25,3,excalibur,Excalibur,"A surreal adaptation of Sir Thomas Malory's ""Le Morte d'Arthur"" chronicling Arthur Pendragon's conception, his rise to the throne, the search by his Knights of the Round Table for the Holy Grail, and ",0
P04,2,"A paroled convict and his passionate girlfriend go on the run across a surreal, violent landscape to escape the girl's deranged mother and her criminal associates, all while navigating a dark, dreamlike journey fueled by rock and roll and the power of true love.",bm25,4,perfectworld,"Perfect World, A","In the near future, Manila is an almost-utopian city, but they still believe in ghost stories. Nobody survives the mysterious blackouts that happen in random parts of the city after midnight. Nobody b",0
P04,2,"A paroled convict and his passionate girlfriend go on the run across a surreal, violent landscape to escape the girl's deranged mother and her criminal associates, all while navigating a dark, dreamlike journey fueled by rock and roll and the power of true love.",bm25,5,crowdedroom,"Crowded Room, A",Two egotistical superstars develop a grand passion which threatens to disrupt a West End theatre production.,0
P04,6,"A group of strangers is lured to a remote, decaying mansion under the guise of a sleep study, only to find themselves trapped and terrorized by the malevolent supernatural forces of the house that feed on their deepest fears and personal tragedies.",hybrid,1,"haunting,_the","Haunting, The",,2
P04,6,"A group of strangers is lured to a remote, decaying mansion under the guise of a sleep study, only to find themselves trapped and terrorized by the malevolent supernatural forces of the house that feed on their deepest fears and personal tragedies.",hybrid,2,ed_wood,Ed Wood,,1
P04,6,"A group of strangers is lured to a remote, decaying mansion under the guise of a sleep study, only to find themselves trapped and terrorized by the malevolent supernatural forces of the house that feed on their deepest fears and personal tragedies.",hybrid,3,evil_dead_ii:_dead_by_dawn,Evil Dead II: Dead by Dawn,,0
P04,6,"A group of strangers is lured to a remote, decaying mansion under the guise of a sleep study, only to find themselves trapped and terrorized by the malevolent supernatural forces of the house that feed on their deepest fears and personal tragedies.",hybrid,4,leprechaun_2,Leprechaun 2,,0
P04,6,"A group of strangers is lured to a remote, decaying mansion under the guise of a sleep study, only to find themselves trapped and terrorized by the malevolent supernatural forces of the house that feed on their deepest fears and personal tragedies.",hybrid,5,tucker_and_dale_vs_evil,Tucker and Dale vs Evil,,0
P04,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",hybrid,1,dune_part_one,Dune Part One,,0
P04,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",hybrid,2,dune,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his ",0
P04,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",hybrid,3,syriana,Syriana,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil",0
P04,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",hybrid,4,"book_of_eli,_the","Book of Eli, The",,0
P04,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",hybrid,5,arthur,Arthur,A drunken playboy stands to lose a wealthy inheritance when he falls for a woman that his family doesn't like.,0
P04,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",bm25,1,killbill,Kill Bill,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle - but she lives to plot her vengeance.",2
P04,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",bm25,2,fatalinstinct,Fatal Instinct,A police detective follows a trail of evidence that eventually seems to lead to his trusted partner's ex-con brother who he helped put in prison years ago.,1
P04,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",bm25,3,finaldestination,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",0
P04,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",bm25,4,ghostship,Ghost Ship,"Warned that it is haunted, a skeptical young couple buy a rundown yacht  and fix it up to be their home-on-the-sea, only to slowly realize that it really is haunted.",0
P04,19,"A professional con artist becomes dangerously entangled with his estranged, cold-blooded mother and his manipulative girlfriend, leading to a fatal collision of greed, betrayal, and dark family dysfunction.",bm25,5,independenceday,Independence Day,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredi",0
P04,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,1,gangsofnewyork,Gangs of New York,"In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigran",0
P04,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,2,napoleon,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josep",0
P04,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,3,syriana,Syriana,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil",0
P04,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,4,sting,"Sting, The","Simon Tam, ""The Sting"", has learnt some Chinese traditional skill from his master. To avoid misfortunes he has not accepted any business for 5 years. Now Simon is being employed to protect an accounta",0
P04,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,5,collateraldamage,Collateral Damage,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,0
P04,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,1,pitch_black,Pitch Black,,0
P04,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,2,darkman,Darkman,Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an e,0
P04,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,3,face_off,Face Off,,0
P04,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,4,terminator_salvation,Terminator Salvation,,0
P04,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,5,basquiat,Basquiat,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",0
P04,28,"A legendary master thief is pursued by a relentless insurance investigator, leading to an intricate game of cat and mouse across the globe as they form an uneasy alliance to pull off a daring, high-stakes heist.",bm25,1,italianjob,"Italian Job, The","Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal ",2
P04,28,"A legendary master thief is pursued by a relentless insurance investigator, leading to an intricate game of cat and mouse across the globe as they form an uneasy alliance to pull off a daring, high-stakes heist.",bm25,2,fracture,Fracture,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both aro",1
P04,28,"A legendary master thief is pursued by a relentless insurance investigator, leading to an intricate game of cat and mouse across the globe as they form an uneasy alliance to pull off a daring, high-stakes heist.",bm25,3,pussinbootslastwish,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find ",0
P04,28,"A legendary master thief is pursued by a relentless insurance investigator, leading to an intricate game of cat and mouse across the globe as they form an uneasy alliance to pull off a daring, high-stakes heist.",bm25,4,trumbo,Trumbo,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,0
P04,28,"A legendary master thief is pursued by a relentless insurance investigator, leading to an intricate game of cat and mouse across the globe as they form an uneasy alliance to pull off a daring, high-stakes heist.",bm25,5,avengersendgame,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in",0
P04,25,"A young and ambitious stockbroker is drawn into the corrupt, high-stakes world of corporate raiding after becoming the protégé of a ruthless and wealthy mentor who teaches him that greed is a necessary virtue for success.",hybrid,1,17-Again,17 Again,,2
P04,25,"A young and ambitious stockbroker is drawn into the corrupt, high-stakes world of corporate raiding after becoming the protégé of a ruthless and wealthy mentor who teaches him that greed is a necessary virtue for success.",hybrid,2,Deep-Cover,Deep Cover,,1
P04,25,"A young and ambitious stockbroker is drawn into the corrupt, high-stakes world of corporate raiding after becoming the protégé of a ruthless and wealthy mentor who teaches him that greed is a necessary virtue for success.",hybrid,3,Last-Samurai-The,Last Samurai The,,0
P04,25,"A young and ambitious stockbroker is drawn into the corrupt, high-stakes world of corporate raiding after becoming the protégé of a ruthless and wealthy mentor who teaches him that greed is a necessary virtue for success.",hybrid,4,Nashville,Nashville,,0
P04,25,"A young and ambitious stockbroker is drawn into the corrupt, high-stakes world of corporate raiding after becoming the protégé of a ruthless and wealthy mentor who teaches him that greed is a necessary virtue for success.",hybrid,5,"wolf_of_wall_street,_the","Wolf of Wall Street, The",,0
P05,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",bm25,1,dune,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his ",2
P05,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",bm25,2,matrixreloaded,"Matrix Reloaded, The","The Resistance builds in numbers as humans are freed from the Matrix and brought to the city of Zion. Neo discovers his superpowers, including the ability to see the code inside the Matrix. With machi",0
P05,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",bm25,3,brigsbybear,Brigsby Bear,"Brigsby Bear Adventures is a children's TV show produced for an audience of one: James. When the show abruptly ends, James's life changes forever, and he sets out to finish the story himself.",0
P05,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",bm25,4,independenceday,Independence Day,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredi",0
P05,3,"A young nobleman must navigate a dangerous political conspiracy and a messianic prophecy on a harsh desert planet, where he gains control over a rare, life-altering substance that holds the key to the fate of the entire universe.",bm25,5,duneone,Dune Part One,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his ",0
P05,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,1,sphere,Sphere,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a",1
P05,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,2,"theory_of_everything,_the","Theory of Everything, The",,1
P05,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,3,dave_barry's_complete_guide_to_guys,Dave Barry's Complete Guide to Guys,,0
P05,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,4,rush_hour,Rush Hour,,0
P05,9,"A socially awkward scientist’s life is upended when his close friend achieves sudden, unexpected fame, triggering a humorous exploration of jealousy, group dynamics, and the challenges of maintaining friendships within a circle of brilliant but eccentric intellectuals.",hybrid,5,12_monkeys,12 Monkeys,,0
P05,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,1,gangsofnewyork,Gangs of New York,"In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigran",0
P05,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,2,napoleon,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josep",0
P05,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,3,syriana,Syriana,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil",0
P05,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,4,sting,"Sting, The","Simon Tam, ""The Sting"", has learnt some Chinese traditional skill from his master. To avoid misfortunes he has not accepted any business for 5 years. Now Simon is being employed to protect an accounta",0
P05,8,"A group of bumbling, small-time French thieves travels to a foreign city for a high-stakes heist, only to find themselves caught in the middle of a violent, chaotic war between rival mob factions and corrupt federal agents.",bm25,5,collateraldamage,Collateral Damage,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,0
P05,10,"A legendary retired assassin, forced back into a world of shadow and violence, seeks to reclaim his freedom by challenging the global criminal hierarchy to a high-stakes duel that will determine his ultimate fate.",hybrid,1,1917,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",1
P05,10,"A legendary retired assassin, forced back into a world of shadow and violence, seeks to reclaim his freedom by challenging the global criminal hierarchy to a high-stakes duel that will determine his ultimate fate.",hybrid,2,john_wick:_chapter_4,John Wick: Chapter 4,,0
P05,10,"A legendary retired assassin, forced back into a world of shadow and violence, seeks to reclaim his freedom by challenging the global criminal hierarchy to a high-stakes duel that will determine his ultimate fate.",hybrid,3,inception,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inc",0
P05,10,"A legendary retired assassin, forced back into a world of shadow and violence, seeks to reclaim his freedom by challenging the global criminal hierarchy to a high-stakes duel that will determine his ultimate fate.",hybrid,4,assassin,Assassin,,0
P05,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,1,pitch_black,Pitch Black,,0
P05,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,2,darkman,Darkman,Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an e,0
P05,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,3,face_off,Face Off,,0
P05,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,4,terminator_salvation,Terminator Salvation,,0
P05,16,"A brilliant scientist, left horribly disfigured and presumed dead after a vengeful attack, uses his expertise in synthetic skin technology to assume different identities and hunt down the criminals who destroyed his life and stole his love.",hybrid,5,basquiat,Basquiat,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",0
P05,30,"A frustrated business owner, struggling with an unfulfilling marriage and an incompetent, bickering workforce, finds his life spiraling into absurdity after he impulsively hires a gigolo to seduce his wife in a misguided attempt to alleviate his own guilt over potential infidelity.",bm25,1,extract,Extract,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to ",2
P05,30,"A frustrated business owner, struggling with an unfulfilling marriage and an incompetent, bickering workforce, finds his life spiraling into absurdity after he impulsively hires a gigolo to seduce his wife in a misguided attempt to alleviate his own guilt over potential infidelity.",bm25,2,someonetowatchoverme,Someone To Watch Over Me,"Claire Gregory, an upper class New York personality, witnesses a murder in a luxurious nightclub. Detective Mike Keegan, recently promoted, is assigned to protect her.",0
P05,30,"A frustrated business owner, struggling with an unfulfilling marriage and an incompetent, bickering workforce, finds his life spiraling into absurdity after he impulsively hires a gigolo to seduce his wife in a misguided attempt to alleviate his own guilt over potential infidelity.",bm25,3,blitz,Blitz,"In World War II London, nine-year-old George is evacuated to the countryside by his mother, Rita, to escape the bombings. Defiant and determined to return to his family, George embarks on an epic, per",0
P05,30,"A frustrated business owner, struggling with an unfulfilling marriage and an incompetent, bickering workforce, finds his life spiraling into absurdity after he impulsively hires a gigolo to seduce his wife in a misguided attempt to alleviate his own guilt over potential infidelity.",bm25,4,ithappenedonenight,It Happened One Night,A runaway heiress makes a deal with the rogue reporter trailing her but the mismatched pair end up stuck with each other when their bus leaves them behind.,0
P05,30,"A frustrated business owner, struggling with an unfulfilling marriage and an incompetent, bickering workforce, finds his life spiraling into absurdity after he impulsively hires a gigolo to seduce his wife in a misguided attempt to alleviate his own guilt over potential infidelity.",bm25,5,bound,Bound,"Corky, a tough female ex-convict working on an apartment renovation in a Chicago building, meets a couple living next door, Caesar, a paranoid mobster, and Violet, his seductive girlfriend, who is imm",0
P05,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",bm25,1,nighttime,Night Time (The Poltergeist Treatment),"A man is immobile and incapacitated, but has professional and nonprofessional volunteers serve and help him. Though, he takes full advantage of the situation and uses and abuses the volunteer crew.",2
P05,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",bm25,2,kingdom,"Kingdom, The","In a world hit by a wave of mutations transforming humans into animals, Francois does everything he can to save his wife. As some of the creatures disappear into a nearby forest, he and their son Emil",0
P05,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",bm25,3,sherlockholmes,Sherlock Holmes,"Jimmy Ward infiltrates a criminal gang, only to reveal at the last moment that he is, in fact, none other than an undercover Sherlock Holmes.",0
P05,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",bm25,4,dragonslayer,Dragonslayer,A sorcerer and his apprentice are on a mission to kill an evil dragon to save the King's daughter from being sacrificed according to a pact that the King himself made with the dragon to protect his ki,0
P05,29,"A suburban family finds their peaceful life shattered when malevolent spirits, displaced by the construction of their neighborhood on an unhallowed burial ground, begin to manifest through their television set and terrorize them from within their own home.",bm25,5,firsttheykilledmyfather,First They Killed My Father,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,0
P05,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,hybrid,1,avatar,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",1
P05,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,hybrid,2,predator/hunter,Predator/Hunter,,1
P05,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,hybrid,3,interstellar,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,0
P05,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,hybrid,4,tmnt,TMNT,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things be",0
P05,33,An elite paramilitary rescue team sent into a remote jungle to retrieve hostages finds themselves being systematically hunted by a technologically advanced extraterrestrial warrior that views them as trophies.,hybrid,5,jurassic_park:_the_lost_world,Jurassic Park: The Lost World,,0
P06,7,"A manipulative and precocious teenager navigates her dysfunctional home life by orchestrating a series of dark, calculated schemes to eliminate her unloving mother and seduce her wealthy stepfather.",bm25,1,elizabethblue,Elizabeth Blue,"A young woman, recently released from a mental hospital, is coping with ongoing episodes of schizophrenia.",2
P06,7,"A manipulative and precocious teenager navigates her dysfunctional home life by orchestrating a series of dark, calculated schemes to eliminate her unloving mother and seduce her wealthy stepfather.",bm25,2,wildthingsdiamondsinrough,Wild Things: Diamonds in the Rough,"Two young women will stop at nothing for one to gain a $4 million inheritance of two priceless diamonds, while two detectives try to thwart their plans, but find complications abound.",1
P06,7,"A manipulative and precocious teenager navigates her dysfunctional home life by orchestrating a series of dark, calculated schemes to eliminate her unloving mother and seduce her wealthy stepfather.",bm25,3,americanshaolinkingofkickboxersii,American Shaolin: King of Kickboxers II,"After being humiliated in the ring a young karate student travels to China in order to study the ancient art of Shaolin Kung Fu, and in the process becoming the first American Shaolin.",1
P06,7,"A manipulative and precocious teenager navigates her dysfunctional home life by orchestrating a series of dark, calculated schemes to eliminate her unloving mother and seduce her wealthy stepfather.",bm25,4,augustosagecounty,August: Osage County,"An intense look at the lives of the strong-willed daughters of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysf",1
P06,7,"A manipulative and precocious teenager navigates her dysfunctional home life by orchestrating a series of dark, calculated schemes to eliminate her unloving mother and seduce her wealthy stepfather.",bm25,5,millersgirl,Miller's Girl,A talented young writer embarks on a creative odyssey when her teacher assigns a project that entangles them both.,0
P06,10,"A legendary retired assassin, forced back into a world of shadow and violence, seeks to reclaim his freedom by challenging the global criminal hierarchy to a high-stakes duel that will determine his ultimate fate.",bm25,1,avenge,Avenge,"Once upon a time in Little Italy, a mob widow plots to avenge the death of her husband with the help of the local gypsies. Her vendetta involves supernatural machinations which help to control the fat",0
P06,10,"A legendary retired assassin, forced back into a world of shadow and violence, seeks to reclaim his freedom by challenging the global criminal hierarchy to a high-stakes duel that will determine his ultimate fate.",bm25,2,tronlegacy,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evi",0
P06,10,"A legendary retired assassin, forced back into a world of shadow and violence, seeks to reclaim his freedom by challenging the global criminal hierarchy to a high-stakes duel that will determine his ultimate fate.",bm25,3,princessbride,"Princess Bride, The","In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicili",0
P06,10,"A legendary retired assassin, forced back into a world of shadow and violence, seeks to reclaim his freedom by challenging the global criminal hierarchy to a high-stakes duel that will determine his ultimate fate.",bm25,4,fantasticbeastssecretsofdumbledore,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to ",0
P06,10,"A legendary retired assassin, forced back into a world of shadow and violence, seeks to reclaim his freedom by challenging the global criminal hierarchy to a high-stakes duel that will determine his ultimate fate.",bm25,5,threemusketeers,"Three Musketeers, The","The Three Musketeers (Dede Santana, Mussum, Zachariah) work at home Sra. Ana Rocha (Rosita Tomaz) and has the difficult task of going in Foz do Iguacu retrieve an emerald necklace, with which the plan",0
P06,21,"A small seaside community is terrorized by a massive, man-eating predator, forcing a reluctant local law enforcement officer, a marine biologist, and a grizzled shark hunter to venture out onto the open ocean to destroy the beast.",bm25,1,jaws,Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate ",2
P06,21,"A small seaside community is terrorized by a massive, man-eating predator, forcing a reluctant local law enforcement officer, a marine biologist, and a grizzled shark hunter to venture out onto the open ocean to destroy the beast.",bm25,2,jaws2,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,2
